OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
349,3842,0.03,3842,100,0,0,1096,0.02,1096,100,0,0,17,0.44,283,7.37,0,0,0,0,1593,0.05,315,28.7,837,0.05,756,0.04,10,130,1453,41.46,17,0.44,58.82,283,7.37,45.94,PICHINCHA,SAN MIGUEL DE LOS BANCOS,MINDO,Ecuador,ECU.19.8.1_1
350,12924,0.09,7363,56.9,5561,43.03,4242,0.09,2542,59.9,1700,40.08,84,1.14,786,10.6,253,4.55,461,0.06,5073,0.15,1143,44.9,2684,0.15,2389,0.14,54,577,4442,68.9,337,2.61,64.29,1247,9.65,73.41,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,Ecuador,ECU.19.4.1_1
351,20445,0.14,17365,84.9,3080,15.06,6630,0.14,5703,86,927,13.98,95,0.55,1388,7.99,12,0.39,360,0.05,12307,0.35,2780,48.7,6490,0.37,5817,0.34,67,1092,11148,70.87,107,0.52,70.53,1748,8.55,78.67,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ecuador,ECU.19.5.1_1
352,5243,0.04,5243,100,0,0,1860,0.04,1860,100,0,0,2165,41.2,15,0.29,0,0,0,0,3071,0.09,737,39.6,1523,0.09,1548,0.09,1617,6,1448,58.57,2165,41.29,74.69,15,0.29,40,TUNGURAHUA,AMBATO,AMBATILLO,Ecuador,ECU.23.1.1_1
353,10261,0.07,10261,100,0,0,3853,0.08,3853,100,0,0,416,4.05,225,2.19,0,0,0,0,2827,0.08,687,17.8,1354,0.08,1473,0.09,124,103,2600,27.55,416,4.05,29.81,225,2.19,45.78,TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),Ecuador,ECU.23.1.3_1
354,2534,0.02,2534,100,0,0,1171,0.03,1171,100,0,0,620,24.4,29,1.14,0,0,0,0,1716,0.05,511,43.6,854,0.05,862,0.05,506,11,1199,67.72,620,24.47,81.61,29,1.14,37.93,TUNGURAHUA,AMBATO,CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA),Ecuador,ECU.23.1.5_1
355,10614,0.07,10614,100,0,0,3809,0.08,3809,100,0,0,1029,9.69,98,0.92,0,0,0,0,4534,0.13,1118,29.3,2181,0.12,2353,0.14,497,43,3994,42.72,1029,9.69,48.3,98,0.92,43.88,TUNGURAHUA,AMBATO,HUACHI GRANDE,Ecuador,ECU.23.1.7_1
356,14563,0.1,14563,100,0,0,5019,0.11,5019,100,0,0,288,1.98,204,1.4,0,0,0,0,4509,0.13,1117,22.2,2108,0.12,2401,0.14,135,81,4293,30.96,288,1.98,46.88,204,1.4,39.71,TUNGURAHUA,AMBATO,IZAMBA,Ecuador,ECU.23.1.8_1
357,7456,0.05,7456,100,0,0,3031,0.07,3031,100,0,0,4837,64.8,12,0.16,0,0,0,0,4399,0.13,1245,41,2103,0.12,2296,0.13,2936,4,1459,59,4837,64.87,60.7,12,0.16,33.33,TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,Ecuador,ECU.23.1.9_1
358,3912,0.03,3912,100,0,0,1502,0.03,1502,100,0,0,77,1.97,27,0.69,0,0,0,0,1878,0.05,469,31.2,931,0.05,947,0.06,50,13,1815,48.01,77,1.97,64.94,27,0.69,48.15,TUNGURAHUA,AMBATO,MONTALVO,Ecuador,ECU.23.1.10_1
359,6499,0.04,6499,100,0,0,3090,0.07,3090,100,0,0,4750,73,18,0.28,0,0,0,0,4800,0.14,1321,42.7,2365,0.14,2435,0.14,3705,13,1082,73.86,4750,73.09,78,18,0.28,72.22,TUNGURAHUA,AMBATO,PASA,Ecuador,ECU.23.1.11_1
360,12128,0.08,12128,100,0,0,4937,0.11,4937,100,0,0,11077,91.3,3,0.02,0,0,0,0,9014,0.26,2371,48,4367,0.25,4647,0.27,8530,0,484,74.32,11077,91.33,77.01,3,0.02,0,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ecuador,ECU.23.1.13_1
361,13001,0.09,13001,100,0,0,4944,0.11,4944,100,0,0,9212,70.8,54,0.42,0,0,0,0,7928,0.23,1867,37.7,3841,0.22,4087,0.24,6517,23,1388,60.98,9212,70.86,70.74,54,0.42,42.59,TUNGURAHUA,AMBATO,QUISAPINCHA (QUIZAPINCHA),Ecuador,ECU.23.1.14_1
362,9094,0.06,9094,100,0,0,2928,0.06,2928,100,0,0,1947,21.4,122,1.34,0,0,0,0,3441,0.1,814,27.8,1686,0.1,1755,0.1,1563,35,1843,37.84,1947,21.41,80.28,122,1.34,28.69,TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,Ecuador,ECU.23.1.15_1
363,2491,0.02,2491,100,0,0,1135,0.02,1135,100,0,0,1664,66.8,5,0.2,0,0,0,0,1845,0.05,454,40,878,0.05,967,0.06,1301,2,542,74.07,1664,66.8,78.19,5,0.2,40,TUNGURAHUA,AMBATO,SAN FERNANDO (PASA SAN FERNANDO),Ecuador,ECU.23.1.16_1
364,21003,0.15,21003,100,0,0,7827,0.17,7827,100,0,0,6098,29,244,1.16,0,0,0,0,13243,0.38,3576,45.6,6399,0.37,6844,0.4,4733,149,8361,63.05,6098,29.03,77.62,244,1.16,61.07,TUNGURAHUA,AMBATO,SANTA ROSA,Ecuador,ECU.23.1.17_1
365,6898,0.05,6898,100,0,0,2312,0.05,2312,100,0,0,223,3.23,76,1.1,0,0,0,0,3317,0.1,788,34,1591,0.09,1726,0.1,114,43,3160,48.09,223,3.23,51.12,76,1.1,56.58,TUNGURAHUA,AMBATO,TOTORAS,Ecuador,ECU.23.1.18_1
366,4475,0.03,4475,100,0,0,1512,0.03,1512,100,0,0,54,1.21,33,0.74,0,0,0,0,2485,0.07,621,41,1149,0.07,1336,0.08,44,15,2426,55.53,54,1.21,81.48,33,0.74,45.45,TUNGURAHUA,AMBATO,CUNCHIBAMBA,Ecuador,ECU.23.1.6_1
367,4672,0.03,4672,100,0,0,1590,0.03,1590,100,0,0,154,3.3,43,0.92,0,0,0,0,2459,0.07,592,37.2,1165,0.07,1294,0.08,112,31,2316,52.63,154,3.3,72.73,43,0.92,72.09,TUNGURAHUA,AMBATO,UNAMUNCHO,Ecuador,ECU.23.1.19_1
368,14653,0.1,1658,11.3,12995,88.68,5819,0.13,1013,17.4,4806,82.59,51,3.08,2,0.12,271,2.09,279,0.04,1077,0.03,319,31.4,564,0.03,513,0.03,45,0,1032,64.96,322,2.2,88.24,281,1.92,0,TUNGURAHUA,BAOS DE AGUA SANTA,BAOS DE AGUA SANTA,Ecuador,ECU.23.2.1_1
369,280,0,280,100,0,0,167,0,167,100,0,0,4,1.43,2,0.71,0,0,0,0,166,0,53,31.7,83,0,83,0,4,0,162,59.29,4,1.43,100,2,0.71,0,TUNGURAHUA,BAOS DE AGUA SANTA,LLIGUA,Ecuador,ECU.23.2.2_1
370,1246,0.01,1246,100,0,0,624,0.01,624,100,0,0,26,2.09,8,0.64,0,0,0,0,542,0.02,155,24.8,275,0.02,267,0.02,13,0,529,43.5,26,2.09,50,8,0.64,0,TUNGURAHUA,BAOS DE AGUA SANTA,RIO NEGRO,Ecuador,ECU.23.2.3_1
371,1307,0.01,1307,100,0,0,511,0.01,511,100,0,0,5,0.38,20,1.53,0,0,0,0,715,0.02,171,33.4,351,0.02,364,0.02,3,4,708,54.71,5,0.38,60,20,1.53,20,TUNGURAHUA,BAOS DE AGUA SANTA,RIO VERDE,Ecuador,ECU.23.2.4_1
372,2532,0.02,2532,100,0,0,1063,0.02,1063,100,0,0,30,1.18,34,1.34,0,0,0,0,913,0.03,266,25,460,0.03,453,0.03,8,8,897,36.06,30,1.18,26.67,34,1.34,23.53,TUNGURAHUA,BAOS DE AGUA SANTA,ULBA,Ecuador,ECU.23.2.5_1
373,8163,0.06,5662,69.3,2501,30.64,2968,0.06,2104,70.8,864,29.11,120,2.12,26,0.46,18,0.72,32,0,2401,0.07,607,28.8,1173,0.07,1228,0.07,71,5,2325,42.41,138,1.69,59.17,58,0.71,19.23,TUNGURAHUA,CEVALLOS,CEVALLOS,Ecuador,ECU.23.3.1_1
374,5504,0.04,4295,78,1209,21.97,2235,0.05,1796,80.3,439,19.64,27,0.63,6,0.14,7,0.58,16,0,2074,0.06,578,32.1,1028,0.06,1046,0.06,17,4,2053,48.29,34,0.62,62.96,22,0.4,66.67,TUNGURAHUA,MOCHA,MOCHA,Ecuador,ECU.23.4.1_1
375,1273,0.01,1273,100,0,0,536,0.01,536,100,0,0,5,0.39,4,0.31,0,0,0,0,772,0.02,212,39.5,388,0.02,384,0.02,4,2,766,60.64,5,0.39,80,4,0.31,50,TUNGURAHUA,MOCHA,PINGUILI,Ecuador,ECU.23.4.2_1
376,8154,0.06,5993,73.5,2161,26.5,3318,0.07,2517,75.8,801,24.14,31,0.52,47,0.78,8,0.37,85,0.01,2964,0.09,844,33.5,1480,0.08,1484,0.09,18,31,2915,49.46,39,0.48,58.06,132,1.62,65.96,TUNGURAHUA,PATATE,PATATE,Ecuador,ECU.23.5.3_1
377,1583,0.01,1583,100,0,0,556,0.01,556,100,0,0,225,14.2,3,0.19,0,0,0,0,1050,0.03,235,42.2,536,0.03,514,0.03,194,3,853,66.33,225,14.21,86.22,3,0.19,100,TUNGURAHUA,PATATE,EL TRIUNFO,Ecuador,ECU.23.5.1_1
378,1391,0.01,1391,100,0,0,561,0.01,561,100,0,0,81,5.82,6,0.43,0,0,0,0,801,0.02,210,37.4,401,0.02,400,0.02,35,1,765,57.58,81,5.82,43.21,6,0.43,16.67,TUNGURAHUA,PATATE,LOS ANDES (CAB. EN POATUG),Ecuador,ECU.23.5.2_1
379,2369,0.02,2369,100,0,0,817,0.02,817,100,0,0,426,17.9,31,1.31,0,0,0,0,1510,0.04,335,41,719,0.04,791,0.05,241,21,1248,63.74,426,17.98,56.57,31,1.31,67.74,TUNGURAHUA,PATATE,SUCRE (CAB. EN SUCRE-PATATE URCU),Ecuador,ECU.23.5.4_1
380,14254,0.1,11575,81.2,2679,18.79,5650,0.12,4731,83.7,919,16.27,103,0.89,25,0.22,11,0.41,95,0.01,7814,0.23,2091,44.2,3857,0.22,3957,0.23,68,20,7726,67.51,114,0.8,66.02,120,0.84,80,TUNGURAHUA,QUERO,QUERO,Ecuador,ECU.23.6.1_1
381,2973,0.02,2973,100,0,0,1168,0.03,1168,100,0,0,38,1.28,19,0.64,0,0,0,0,2101,0.06,583,49.9,1026,0.06,1075,0.06,32,9,2060,70.67,38,1.28,84.21,19,0.64,47.37,TUNGURAHUA,QUERO,RUMIPAMBA,Ecuador,ECU.23.6.2_1
382,1978,0.01,1978,100,0,0,780,0.02,780,100,0,0,38,1.92,2,0.1,0,0,0,0,960,0.03,242,31,476,0.03,484,0.03,26,2,932,48.53,38,1.92,68.42,2,0.1,100,TUNGURAHUA,QUERO,YANAYACU - MOCHAPATA (CAB. EN YANAYACU),Ecuador,ECU.23.6.3_1
383,24614,0.17,14511,58.9,10103,41.05,8019,0.17,5102,63.6,2917,36.38,130,0.9,66,0.45,60,0.59,177,0.02,7226,0.21,1892,37,3433,0.2,3793,0.22,107,33,7086,49.8,190,0.77,82.31,243,0.99,50,TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,Ecuador,ECU.23.7.8_1
384,2183,0.02,2183,100,0,0,815,0.02,815,100,0,0,119,5.45,12,0.55,0,0,0,0,1172,0.03,327,40.1,581,0.03,591,0.03,110,8,1054,53.69,119,5.45,92.44,12,0.55,66.67,TUNGURAHUA,SAN PEDRO DE PELILEO,BENITEZ (PACHANLICA),Ecuador,ECU.23.7.1_1
385,2713,0.02,2713,100,0,0,931,0.02,931,100,0,0,12,0.44,28,1.03,0,0,0,0,896,0.03,235,25.2,417,0.02,479,0.03,6,18,872,33.03,12,0.44,50,28,1.03,64.29,TUNGURAHUA,SAN PEDRO DE PELILEO,BOLIVAR,Ecuador,ECU.23.7.2_1
386,1852,0.01,1852,100,0,0,887,0.02,887,100,0,0,91,4.91,19,1.03,0,0,0,0,735,0.02,208,23.4,367,0.02,368,0.02,28,4,703,39.69,91,4.91,30.77,19,1.03,21.05,TUNGURAHUA,SAN PEDRO DE PELILEO,COTALO,Ecuador,ECU.23.7.4_1
387,2445,0.02,2445,100,0,0,948,0.02,948,100,0,0,654,26.7,5,0.2,0,0,0,0,1848,0.05,462,48.7,873,0.05,975,0.06,511,2,1335,75.58,654,26.75,78.13,5,0.2,40,TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA (CAB. EN CHIQUICHA GRANDE),Ecuador,ECU.23.7.3_1
388,2638,0.02,2638,100,0,0,951,0.02,951,100,0,0,792,30,3,0.11,0,0,0,0,1991,0.06,473,49.7,944,0.05,1047,0.06,678,3,1310,75.47,792,30.02,85.61,3,0.11,100,TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO (RUMICHACA),Ecuador,ECU.23.7.5_1
389,6380,0.04,6380,100,0,0,2156,0.05,2156,100,0,0,44,0.69,35,0.55,0,0,0,0,3050,0.09,761,35.3,1451,0.08,1599,0.09,32,9,3009,47.81,44,0.69,72.73,35,0.55,25.71,TUNGURAHUA,SAN PEDRO DE PELILEO,GARCIA MORENO (CHUMAQUI),Ecuador,ECU.23.7.6_1
390,7862,0.05,7862,100,0,0,2893,0.06,2893,100,0,0,39,0.5,29,0.37,0,0,0,0,4075,0.12,1045,36.1,2008,0.11,2067,0.12,27,12,4036,51.83,39,0.5,69.23,29,0.37,41.38,TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO (HUAMBALO),Ecuador,ECU.23.7.7_1
391,5886,0.04,5886,100,0,0,2349,0.05,2349,100,0,0,5176,87.9,7,0.12,0,0,0,0,3324,0.1,861,36.6,1569,0.09,1755,0.1,2958,2,364,56.47,5176,87.94,57.15,7,0.12,28.57,TUNGURAHUA,SAN PEDRO DE PELILEO,SALASACA,Ecuador,ECU.23.7.9_1
392,13383,0.09,5939,44.3,7444,55.62,5433,0.12,2620,48.2,2813,51.78,182,3.06,29,0.49,76,1.02,181,0.02,2953,0.09,815,31.1,1354,0.08,1599,0.09,110,18,2825,49.72,258,1.93,60.44,210,1.57,62.07,TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,Ecuador,ECU.23.8.4_1
393,277,0,277,100,0,0,136,0,136,100,0,0,0,0,7,2.53,0,0,0,0,139,0,36,26.4,64,0,75,0,0,0,139,50.18,0,0,0,7,2.53,0,TUNGURAHUA,SANTIAGO DE PILLARO,BAQUERIZO MORENO,Ecuador,ECU.23.8.1_1
394,1504,0.01,1504,100,0,0,687,0.01,687,100,0,0,22,1.46,16,1.06,0,0,0,0,910,0.03,227,33,446,0.03,464,0.03,9,11,890,60.51,22,1.46,40.91,16,1.06,68.75,TUNGURAHUA,SANTIAGO DE PILLARO,EMILIO MARIA TERAN (RUMIPAMBA),Ecuador,ECU.23.8.2_1
395,2334,0.02,2334,100,0,0,1184,0.03,1184,100,0,0,11,0.47,16,0.69,0,0,0,0,1222,0.04,363,30.6,578,0.03,644,0.04,10,14,1198,52.36,11,0.47,90.91,16,0.69,87.5,TUNGURAHUA,SANTIAGO DE PILLARO,MARCOS ESPINEL (CHACATA),Ecuador,ECU.23.8.3_1
396,2800,0.02,2800,100,0,0,1206,0.03,1206,100,0,0,54,1.93,19,0.68,0,0,0,0,1200,0.03,337,27.9,556,0.03,644,0.04,49,11,1140,42.86,54,1.93,90.74,19,0.68,57.89,TUNGURAHUA,SANTIAGO DE PILLARO,PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL),Ecuador,ECU.23.8.5_1
397,11200,0.08,11200,100,0,0,4531,0.1,4531,100,0,0,1562,13.9,136,1.21,0,0,0,0,7520,0.22,2006,44.2,3529,0.2,3991,0.23,1019,98,6403,67.14,1562,13.95,65.24,136,1.21,72.06,TUNGURAHUA,SANTIAGO DE PILLARO,SAN ANDRES,Ecuador,ECU.23.8.6_1
398,1880,0.01,1880,100,0,0,945,0.02,945,100,0,0,1,0.05,9,0.48,0,0,0,0,1166,0.03,341,36,553,0.03,613,0.04,0,3,1163,62.02,1,0.05,0,9,0.48,33.33,TUNGURAHUA,SANTIAGO DE PILLARO,SAN JOSE DE POALO,Ecuador,ECU.23.8.7_1
399,4979,0.03,4979,100,0,0,2677,0.06,2677,100,0,0,63,1.27,29,0.58,0,0,0,0,2286,0.07,616,23,1079,0.06,1207,0.07,34,11,2241,45.91,63,1.27,53.97,29,0.58,37.93,TUNGURAHUA,SANTIAGO DE PILLARO,SAN MIGUELITO,Ecuador,ECU.23.8.8_1
400,10831,0.07,9562,88.2,1269,11.72,3897,0.08,3476,89.2,421,10.8,150,1.57,41,0.43,14,1.1,15,0,5449,0.16,1431,41.1,2637,0.15,2812,0.16,120,23,5306,56.99,164,1.51,80,56,0.52,56.1,TUNGURAHUA,TISALEO,TISALEO,Ecuador,ECU.23.9.2_1
401,1306,0.01,1306,100,0,0,545,0.01,545,100,0,0,1,0.08,1,0.08,0,0,0,0,676,0.02,194,35.6,335,0.02,341,0.02,1,0,675,51.76,1,0.08,100,1,0.08,0,TUNGURAHUA,TISALEO,QUINCHICOTO,Ecuador,ECU.23.9.1_1
402,57727,0.4,9165,15.8,48562,84.12,19343,0.42,2767,14.3,16576,85.7,899,9.81,261,2.85,1744,3.59,4257,0.55,6600,0.19,1433,51.7,3421,0.2,3179,0.18,808,171,5621,72.01,2643,4.58,89.88,4518,7.83,65.52,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ecuador,ECU.22.4.6_1
403,2756,0.02,2756,100,0,0,880,0.02,880,100,0,0,472,17.1,19,0.69,0,0,0,0,2085,0.06,480,54.5,1070,0.06,1015,0.06,470,13,1602,75.65,472,17.13,99.58,19,0.69,68.42,SUCUMBIOS,LAGO AGRIO,DURENO,Ecuador,ECU.22.4.2_1
404,6769,0.05,6769,100,0,0,1928,0.04,1928,100,0,0,196,2.9,189,2.79,0,0,0,0,5120,0.15,1093,56.6,2753,0.16,2367,0.14,137,139,4844,75.64,196,2.9,69.9,189,2.79,73.54,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,Ecuador,ECU.22.4.4_1
405,6636,0.05,6636,100,0,0,1854,0.04,1854,100,0,0,1766,26.6,128,1.93,0,0,0,0,5388,0.16,1116,60.1,2791,0.16,2597,0.15,1676,114,3598,81.19,1766,26.61,94.9,128,1.93,89.06,SUCUMBIOS,LAGO AGRIO,EL ENO,Ecuador,ECU.22.4.3_1
406,8249,0.06,8249,100,0,0,2679,0.06,2679,100,0,0,426,5.16,483,5.86,0,0,0,0,5277,0.15,1221,45.5,2738,0.16,2539,0.15,353,349,4575,63.97,426,5.16,82.86,483,5.86,72.26,SUCUMBIOS,LAGO AGRIO,PACAYACU,Ecuador,ECU.22.4.7_1
407,3315,0.02,3315,100,0,0,881,0.02,881,100,0,0,927,27.9,153,4.62,0,0,0,0,2614,0.08,538,61,1408,0.08,1206,0.07,830,127,1657,78.85,927,27.96,89.54,153,4.62,83.01,SUCUMBIOS,LAGO AGRIO,JAMBELI,Ecuador,ECU.22.4.5_1
408,6292,0.04,6292,100,0,0,1944,0.04,1944,100,0,0,1910,30.3,121,1.92,0,0,0,0,4468,0.13,919,47.2,2256,0.13,2212,0.13,1670,78,2720,71.01,1910,30.36,87.43,121,1.92,64.46,SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,Ecuador,ECU.22.4.8_1
409,3225,0.02,1218,37.7,2007,62.23,994,0.02,365,36.7,629,63.28,348,28.5,75,6.16,48,2.39,102,0.01,810,0.02,168,46,426,0.02,384,0.02,321,43,446,66.5,396,12.28,92.24,177,5.49,57.33,SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,Ecuador,ECU.22.3.3_1
410,1501,0.01,1501,100,0,0,543,0.01,543,100,0,0,143,9.53,64,4.26,0,0,0,0,844,0.02,216,39.7,435,0.02,409,0.02,122,23,699,56.23,143,9.53,85.31,64,4.26,35.94,SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,Ecuador,ECU.22.3.1_1
411,2955,0.02,2955,100,0,0,786,0.02,786,100,0,0,1589,53.7,19,0.64,0,0,0,0,2042,0.06,376,47.8,1030,0.06,1012,0.06,1388,10,644,69.1,1589,53.77,87.35,19,0.64,52.63,SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,Ecuador,ECU.22.3.2_1
412,918,0.01,918,100,0,0,321,0.01,321,100,0,0,125,13.6,25,2.72,0,0,0,0,621,0.02,128,39.8,333,0.02,288,0.02,107,10,504,67.65,125,13.62,85.6,25,2.72,40,SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,Ecuador,ECU.22.3.4_1
413,3451,0.02,1254,36.3,2197,63.66,954,0.02,292,30.6,662,69.39,712,56.7,90,7.18,167,7.6,148,0.02,1159,0.03,230,78.7,639,0.04,520,0.03,675,70,414,92.42,879,25.47,94.8,238,6.9,77.78,SUCUMBIOS,PUTUMAYO,PUERTO EL CARMEN DEL PUTUMAYO,Ecuador,ECU.22.5.3_1
414,3954,0.03,3954,100,0,0,1176,0.03,1176,100,0,0,1021,25.8,136,3.44,0,0,0,0,2921,0.08,622,52.8,1506,0.09,1415,0.08,955,79,1887,73.87,1021,25.82,93.54,136,3.44,58.09,SUCUMBIOS,PUTUMAYO,PALMA ROJA,Ecuador,ECU.22.5.1_1
415,279,0,279,100,0,0,36,0,36,100,0,0,74,26.5,10,3.58,0,0,0,0,54,0,10,27.7,30,0,24,0,52,0,2,19.35,74,26.52,70.27,10,3.58,0,SUCUMBIOS,PUTUMAYO,PUERTO BOLIVAR (PUERTO MONTUFAR),Ecuador,ECU.22.5.2_1
416,496,0,496,100,0,0,99,0,99,100,0,0,342,68.9,1,0.2,0,0,0,0,384,0.01,78,78.7,208,0.01,176,0.01,329,0,55,77.42,342,68.95,96.2,1,0.2,0,SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,Ecuador,ECU.22.5.4_1
417,1994,0.01,1994,100,0,0,498,0.01,498,100,0,0,320,16,69,3.46,0,0,0,0,1561,0.05,331,66.4,828,0.05,733,0.04,252,51,1258,78.28,320,16.05,78.75,69,3.46,73.91,SUCUMBIOS,PUTUMAYO,SANTA ELENA,Ecuador,ECU.22.5.5_1
418,26376,0.18,10021,37.9,16355,62.01,8052,0.17,2694,33.4,5358,66.54,778,7.76,474,4.73,333,2.04,2505,0.32,7318,0.21,1602,59.4,3853,0.22,3465,0.2,697,349,6272,73.03,1111,4.21,89.59,2979,11.29,73.63,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ecuador,ECU.22.6.5_1
419,6817,0.05,6817,100,0,0,1267,0.03,1267,100,0,0,3521,51.6,162,2.38,0,0,0,0,4730,0.14,877,69.2,2408,0.14,2322,0.14,3073,50,1607,69.39,3521,51.65,87.28,162,2.38,30.86,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,Ecuador,ECU.22.6.1_1
420,860,0.01,860,100,0,0,224,0,224,100,0,0,669,77.7,21,2.44,0,0,0,0,808,0.02,165,73.6,409,0.02,399,0.02,639,21,148,93.95,669,77.79,95.52,21,2.44,100,SUCUMBIOS,SHUSHUFINDI,PAACOCHA,Ecuador,ECU.22.6.2_1
421,3136,0.02,3136,100,0,0,821,0.02,821,100,0,0,455,14.5,85,2.71,0,0,0,0,2623,0.08,562,68.4,1445,0.08,1178,0.07,424,55,2144,83.64,455,14.51,93.19,85,2.71,64.71,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ecuador,ECU.22.6.4_1
422,3326,0.02,3326,100,0,0,1012,0.02,1012,100,0,0,20,0.6,162,4.87,0,0,0,0,1792,0.05,389,38.4,909,0.05,883,0.05,10,106,1676,53.88,20,0.6,50,162,4.87,65.43,SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,Ecuador,ECU.22.6.3_1
423,3813,0.03,3813,100,0,0,1142,0.02,1142,100,0,0,148,3.88,189,4.96,0,0,0,0,2407,0.07,552,48.3,1254,0.07,1153,0.07,84,141,2182,63.13,148,3.88,56.76,189,4.96,74.6,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ecuador,ECU.22.6.6_1
424,811,0.01,262,32.3,549,67.69,296,0.01,115,38.8,181,61.15,1,0.38,0,0,0,0,12,0,195,0.01,46,40,97,0.01,98,0.01,1,0,194,74.43,1,0.12,100,12,1.48,0,SUCUMBIOS,SUCUMBIOS,LA BONITA,Ecuador,ECU.22.7.2_1
425,1414,0.01,1414,100,0,0,450,0.01,450,100,0,0,15,1.06,25,1.77,0,0,0,0,764,0.02,181,40.2,395,0.02,369,0.02,14,10,740,54.03,15,1.06,93.33,25,1.77,40,SUCUMBIOS,SUCUMBIOS,EL PLAYON DE SAN FRANCISCO,Ecuador,ECU.22.7.1_1
426,104,0,104,100,0,0,53,0,53,100,0,0,1,0.96,1,0.96,0,0,0,0,63,0,15,28.3,36,0,27,0,1,1,61,60.58,1,0.96,100,1,0.96,100,SUCUMBIOS,SUCUMBIOS,LA SOFIA,Ecuador,ECU.22.7.3_1
427,382,0,382,100,0,0,149,0,149,100,0,0,34,8.9,6,1.57,0,0,0,0,274,0.01,63,42.2,138,0.01,136,0.01,34,4,236,71.73,34,8.9,100,6,1.57,66.67,SUCUMBIOS,SUCUMBIOS,ROSA FLORIDA,Ecuador,ECU.22.7.4_1
428,679,0,679,100,0,0,252,0.01,252,100,0,0,1,0.15,14,2.06,0,0,0,0,346,0.01,75,29.7,190,0.01,156,0.01,0,10,336,50.96,1,0.15,0,14,2.06,71.43,SUCUMBIOS,SUCUMBIOS,SANTA BARBARA,Ecuador,ECU.22.7.5_1
429,7574,0.05,5484,72.4,2090,27.59,2106,0.05,1432,68,674,32,2811,51.2,49,0.89,252,12.06,71,0.01,4355,0.13,837,58.4,2262,0.13,2093,0.12,2504,40,1811,79.41,3063,40.44,89.08,120,1.58,81.63,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,Ecuador,ECU.22.1.1_1
430,781,0.01,781,100,0,0,222,0,222,100,0,0,255,32.6,2,0.26,0,0,0,0,622,0.02,129,58.1,351,0.02,271,0.02,244,2,376,79.64,255,32.65,95.69,2,0.26,100,SUCUMBIOS,CASCALES,SANTA ROSA DE SUCUMBIOS,Ecuador,ECU.22.1.2_1
431,2749,0.02,2749,100,0,0,842,0.02,842,100,0,0,131,4.77,39,1.42,0,0,0,0,1553,0.04,334,39.6,792,0.05,761,0.04,87,33,1433,56.49,131,4.77,66.41,39,1.42,84.62,SUCUMBIOS,CASCALES,SEVILLA,Ecuador,ECU.22.1.3_1
