OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
222,3147,0.02,3147,100,0,0,956,0.02,956,100,0,0,161,5.12,57,1.81,0,0,0,0,1202,0.03,276,28.8,574,0.03,628,0.04,70,29,1103,38.2,161,5.12,43.48,57,1.81,50.88,IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,Ecuador,ECU.11.1.4_1
223,10142,0.07,10142,100,0,0,2763,0.06,2763,100,0,0,5173,51,75,0.74,0,0,0,0,5618,0.16,1136,41.1,2784,0.16,2834,0.16,3747,22,1849,55.39,5173,51.01,72.43,75,0.74,29.33,IMBABURA,ANTONIO ANTE,SAN ROQUE,Ecuador,ECU.11.1.5_1
224,17139,0.12,8291,48.3,8848,51.62,5105,0.11,2274,44.5,2831,55.46,7496,90.4,13,0.16,1644,18.58,166,0.02,6073,0.18,1246,54.7,3027,0.17,3046,0.18,5700,1,372,73.25,9140,53.33,76.04,179,1.04,7.69,IMBABURA,COTACACHI,COTACACHI,Ecuador,ECU.11.2.3_1
225,1824,0.01,1824,100,0,0,674,0.01,674,100,0,0,88,4.82,51,2.8,0,0,0,0,1326,0.04,292,43.3,670,0.04,656,0.04,73,36,1217,72.7,88,4.82,82.95,51,2.8,70.59,IMBABURA,COTACACHI,APUELA,Ecuador,ECU.11.2.2_1
226,5060,0.03,5060,100,0,0,1626,0.03,1626,100,0,0,125,2.47,530,10.4,0,0,0,0,4082,0.12,932,57.3,2136,0.12,1946,0.11,113,457,3512,80.67,125,2.47,90.4,530,10.47,86.23,IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),Ecuador,ECU.11.2.4_1
227,4941,0.03,4941,100,0,0,1445,0.03,1445,100,0,0,3942,79.7,30,0.61,0,0,0,0,3845,0.11,813,56.2,1887,0.11,1958,0.11,3169,19,657,77.82,3942,79.78,80.39,30,0.61,63.33,IMBABURA,COTACACHI,IMANTAG,Ecuador,ECU.11.2.5_1
228,1644,0.01,1644,100,0,0,729,0.02,729,100,0,0,20,1.22,145,8.82,0,0,0,0,1173,0.03,319,43.7,611,0.03,562,0.03,16,119,1038,71.35,20,1.22,80,145,8.82,82.07,IMBABURA,COTACACHI,PEAHERRERA,Ecuador,ECU.11.2.6_1
229,496,0,496,100,0,0,192,0,192,100,0,0,149,30,4,0.81,0,0,0,0,384,0.01,90,46.8,202,0.01,182,0.01,144,0,240,77.42,149,30.04,96.64,4,0.81,0,IMBABURA,COTACACHI,PLAZA GUTIERREZ (CALVARIO),Ecuador,ECU.11.2.7_1
230,6454,0.04,6454,100,0,0,1779,0.04,1779,100,0,0,2637,40.8,53,0.82,0,0,0,0,3556,0.1,731,41,1755,0.1,1801,0.1,2052,20,1484,55.1,2637,40.86,77.82,53,0.82,37.74,IMBABURA,COTACACHI,QUIROGA,Ecuador,ECU.11.2.8_1
231,1780,0.01,1780,100,0,0,671,0.01,671,100,0,0,86,4.83,10,0.56,0,0,0,0,1361,0.04,313,46.6,716,0.04,645,0.04,68,8,1285,76.46,86,4.83,79.07,10,0.56,80,IMBABURA,COTACACHI,6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE),Ecuador,ECU.11.2.1_1
232,698,0,698,100,0,0,267,0.01,267,100,0,0,48,6.88,99,14.1,0,0,0,0,541,0.02,129,48.3,309,0.02,232,0.01,48,62,431,77.51,48,6.88,100,99,14.18,62.63,IMBABURA,COTACACHI,VACAS GALINDO (EL CHURO) (CAB. EN SAN MIGUEL ALTO),Ecuador,ECU.11.2.9_1
233,52753,0.36,13399,25.4,39354,74.6,15579,0.33,4049,25.9,11530,74.01,11515,85.9,57,0.43,11219,28.51,788,0.1,9842,0.28,2133,52.6,4775,0.27,5067,0.29,8560,43,1239,73.45,22734,43.1,74.34,845,1.6,75.44,IMBABURA,OTAVALO,OTAVALO,Ecuador,ECU.11.4.4_1
234,4883,0.03,4883,100,0,0,1426,0.03,1426,100,0,0,4368,89.4,7,0.14,0,0,0,0,2569,0.07,529,37.1,1255,0.07,1314,0.08,2350,5,214,52.61,4368,89.45,53.8,7,0.14,71.43,IMBABURA,OTAVALO,DOCTOR MIGUEL EGAS CABEZAS (PEGUCHE),Ecuador,ECU.11.4.1_1
235,7357,0.05,7357,100,0,0,2271,0.05,2271,100,0,0,5467,74.3,58,0.79,0,0,0,0,4273,0.12,934,41.1,2049,0.12,2224,0.13,3546,50,677,58.08,5467,74.31,64.86,58,0.79,86.21,IMBABURA,OTAVALO,EUGENIO ESPEJO (CALPAQUI),Ecuador,ECU.11.4.2_1
236,5630,0.04,5630,100,0,0,1757,0.04,1757,100,0,0,4040,71.7,34,0.6,0,0,0,0,3360,0.1,717,40.8,1641,0.09,1719,0.1,2762,19,579,59.68,4040,71.76,68.37,34,0.6,55.88,IMBABURA,OTAVALO,GONZALEZ SUAREZ,Ecuador,ECU.11.4.3_1
237,269,0,269,100,0,0,100,0,100,100,0,0,55,20.4,0,0,0,0,0,0,127,0,34,34,54,0,73,0,42,0,85,47.21,55,20.45,76.36,0,0,0,IMBABURA,OTAVALO,PATAQUI,Ecuador,ECU.11.4.5_1
238,8476,0.06,8476,100,0,0,2194,0.05,2194,100,0,0,6535,77.1,5,0.06,0,0,0,0,5924,0.17,1167,53.1,2894,0.17,3030,0.18,5023,2,899,69.89,6535,77.1,76.86,5,0.06,40,IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,Ecuador,ECU.11.4.6_1
239,8584,0.06,8584,100,0,0,2303,0.05,2303,100,0,0,7556,88,26,0.3,0,0,0,0,4861,0.14,944,40.9,2366,0.14,2495,0.15,4434,8,419,56.63,7556,88.02,58.68,26,0.3,30.77,IMBABURA,OTAVALO,SAN JUAN DE ILUMAN,Ecuador,ECU.11.4.7_1
240,9901,0.07,9901,100,0,0,3021,0.06,3021,100,0,0,4098,41.3,37,0.37,0,0,0,0,5000,0.14,1103,36.5,2368,0.14,2632,0.15,2976,14,2010,50.5,4098,41.39,72.62,37,0.37,37.84,IMBABURA,OTAVALO,SAN PABLO,Ecuador,ECU.11.4.8_1
241,5421,0.04,5421,100,0,0,1739,0.04,1739,100,0,0,4950,91.3,8,0.15,0,0,0,0,3445,0.1,799,45.9,1625,0.09,1820,0.11,3306,6,133,63.55,4950,91.31,66.79,8,0.15,75,IMBABURA,OTAVALO,SAN RAFAEL,Ecuador,ECU.11.4.9_1
242,1600,0.01,1600,100,0,0,580,0.01,580,100,0,0,229,14.3,21,1.31,0,0,0,0,1199,0.03,276,47.5,643,0.04,556,0.03,200,16,983,74.94,229,14.31,87.34,21,1.31,76.19,IMBABURA,OTAVALO,SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA),Ecuador,ECU.11.4.10_1
243,9077,0.06,3939,43.4,5138,56.6,3219,0.07,1491,46.3,1728,53.68,399,10.1,1088,27.6,135,2.63,188,0.02,2501,0.07,595,39.9,1245,0.07,1256,0.07,276,520,1705,63.49,534,5.88,69.17,1276,14.06,47.79,IMBABURA,PIMAMPIRO,PIMAMPIRO,Ecuador,ECU.11.5.3_1
244,1080,0.01,1080,100,0,0,487,0.01,487,100,0,0,68,6.3,10,0.93,0,0,0,0,889,0.03,255,52.3,465,0.03,424,0.02,63,10,816,82.31,68,6.3,92.65,10,0.93,100,IMBABURA,PIMAMPIRO,CHUGA,Ecuador,ECU.11.5.1_1
245,1544,0.01,1544,100,0,0,764,0.02,764,100,0,0,1102,71.3,5,0.32,0,0,0,0,1046,0.03,297,38.8,512,0.03,534,0.03,775,4,267,67.75,1102,71.37,70.33,5,0.32,80,IMBABURA,PIMAMPIRO,MARIANO ACOSTA,Ecuador,ECU.11.5.2_1
246,1269,0.01,1269,100,0,0,582,0.01,582,100,0,0,47,3.7,26,2.05,0,0,0,0,749,0.02,194,33.3,381,0.02,368,0.02,16,26,707,59.02,47,3.7,34.04,26,2.05,100,IMBABURA,PIMAMPIRO,SAN  FCO. DE SIGSIPAMBA,Ecuador,ECU.11.5.4_1
247,5205,0.04,1907,36.6,3298,63.36,1686,0.04,674,39.9,1012,60.02,89,4.67,346,18.1,104,3.15,274,0.04,1322,0.04,300,44.5,676,0.04,646,0.04,70,195,1057,69.32,193,3.71,78.65,620,11.91,56.36,IMBABURA,SAN MIGUEL DE URCUQUI,URCUQUI,Ecuador,ECU.11.6.6_1
248,1813,0.01,1813,100,0,0,786,0.02,786,100,0,0,1,0.06,9,0.5,0,0,0,0,1012,0.03,231,29.3,498,0.03,514,0.03,1,7,1004,55.82,1,0.06,100,9,0.5,77.78,IMBABURA,SAN MIGUEL DE URCUQUI,CAHUASQUI,Ecuador,ECU.11.6.1_1
249,2118,0.01,2118,100,0,0,728,0.02,728,100,0,0,23,1.09,674,31.8,0,0,0,0,1189,0.03,258,35.4,594,0.03,595,0.03,8,356,825,56.14,23,1.09,34.78,674,31.82,52.82,IMBABURA,SAN MIGUEL DE URCUQUI,PABLO ARENAS,Ecuador,ECU.11.6.3_1
250,3015,0.02,3015,100,0,0,1133,0.02,1133,100,0,0,345,11.4,32,1.06,0,0,0,0,1689,0.05,401,35.3,822,0.05,867,0.05,206,10,1473,56.02,345,11.44,59.71,32,1.06,31.25,IMBABURA,SAN MIGUEL DE URCUQUI,SAN BLAS,Ecuador,ECU.11.6.4_1
251,1627,0.01,1627,100,0,0,626,0.01,626,100,0,0,33,2.03,112,6.88,0,0,0,0,882,0.03,204,32.5,422,0.02,460,0.03,22,57,803,54.21,33,2.03,66.67,112,6.88,50.89,IMBABURA,SAN MIGUEL DE URCUQUI,TUMBABIRO,Ecuador,ECU.11.6.5_1
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAPO,TENA,SAN JUAN DE MUYUNA,Ecuador,ECU.16.5.6_1
253,5579,0.04,5579,100,0,0,1322,0.03,1322,100,0,0,4545,81.4,23,0.41,0,0,0,0,4905,0.14,910,68.8,2528,0.14,2377,0.14,4275,15,615,87.92,4545,81.47,94.06,23,0.41,65.22,NAPO,TENA,AHUANO,Ecuador,ECU.16.5.1_1
254,6687,0.05,6687,100,0,0,1450,0.03,1450,100,0,0,5100,76.2,45,0.67,0,0,0,0,6215,0.18,1103,76,3232,0.18,2983,0.17,4962,35,1218,92.94,5100,76.27,97.29,45,0.67,77.78,NAPO,TENA,CHONTAPUNTA,Ecuador,ECU.16.5.2_1
255,1392,0.01,1392,100,0,0,356,0.01,356,100,0,0,1261,90.5,9,0.65,0,0,0,0,979,0.03,174,48.8,481,0.03,498,0.03,915,3,61,70.33,1261,90.59,72.56,9,0.65,33.33,NAPO,TENA,PANO,Ecuador,ECU.16.5.3_1
256,5127,0.04,5127,100,0,0,1323,0.03,1323,100,0,0,3867,75.4,31,0.6,0,0,0,0,3931,0.11,721,54.5,2046,0.12,1885,0.11,3167,18,746,76.67,3867,75.42,81.9,31,0.6,58.06,NAPO,TENA,PUERTO MISAHUALLI,Ecuador,ECU.16.5.4_1
257,5393,0.04,5393,100,0,0,1517,0.03,1517,100,0,0,3407,63.1,50,0.93,0,0,0,0,3998,0.12,734,48.3,2078,0.12,1920,0.11,2986,31,981,74.13,3407,63.17,87.64,50,0.93,62,NAPO,TENA,PUERTO NAPO,Ecuador,ECU.16.5.5_1
258,2768,0.02,2768,100,0,0,606,0.01,606,100,0,0,2675,96.6,2,0.07,0,0,0,0,2310,0.07,369,60.8,1181,0.07,1129,0.07,2248,0,62,83.45,2675,96.64,84.04,2,0.07,0,NAPO,TENA,TALAG,Ecuador,ECU.16.5.7_1
259,11689,0.08,6211,53.1,5478,46.86,2892,0.06,1417,49,1475,51,5544,89.2,34,0.55,2189,39.96,115,0.01,4635,0.13,816,57.5,2371,0.14,2264,0.13,4313,18,304,74.63,7733,66.16,77.8,149,1.27,52.94,NAPO,ARCHIDONA,ARCHIDONA,Ecuador,ECU.16.1.1_1
260,8376,0.06,8376,100,0,0,2293,0.05,2293,100,0,0,7508,89.6,15,0.18,0,0,0,0,6899,0.2,1288,56.1,3509,0.2,3390,0.2,6328,13,558,82.37,7508,89.64,84.28,15,0.18,86.67,NAPO,ARCHIDONA,COTUNDO,Ecuador,ECU.16.1.2_1
261,4904,0.03,4904,100,0,0,1104,0.02,1104,100,0,0,4817,98.2,5,0.1,0,0,0,0,4363,0.13,793,71.8,2275,0.13,2088,0.12,4303,5,55,88.97,4817,98.23,89.33,5,0.1,100,NAPO,ARCHIDONA,SAN PABLO DE USHPAYACU,Ecuador,ECU.16.1.4_1
262,4816,0.03,790,16.4,4026,83.6,1576,0.03,246,15.6,1330,84.39,97,12.2,26,3.29,100,2.48,151,0.02,427,0.01,90,36.5,217,0.01,210,0.01,65,15,347,54.05,197,4.09,67.01,177,3.68,57.69,NAPO,EL CHACO,EL CHACO,Ecuador,ECU.16.3.1_1
263,535,0,535,100,0,0,391,0.01,391,100,0,0,26,4.86,17,3.18,0,0,0,0,343,0.01,94,24,195,0.01,148,0.01,15,17,311,64.11,26,4.86,57.69,17,3.18,100,NAPO,EL CHACO,GONZALO DIAZ DE PINEDA (EL BOMBON),Ecuador,ECU.16.3.2_1
264,209,0,209,100,0,0,119,0,119,100,0,0,9,4.31,0,0,0,0,0,0,133,0,32,26.8,73,0,60,0,7,0,126,63.64,9,4.31,77.78,0,0,0,NAPO,EL CHACO,LINARES,Ecuador,ECU.16.3.3_1
265,620,0,620,100,0,0,263,0.01,263,100,0,0,574,92.5,5,0.81,0,0,0,0,226,0.01,44,16.7,107,0.01,119,0.01,212,3,11,36.45,574,92.58,36.93,5,0.81,60,NAPO,EL CHACO,OYACACHI,Ecuador,ECU.16.3.4_1
266,1243,0.01,1243,100,0,0,567,0.01,567,100,0,0,62,4.99,28,2.25,0,0,0,0,711,0.02,162,28.5,389,0.02,322,0.02,48,10,653,57.2,62,4.99,77.42,28,2.25,35.71,NAPO,EL CHACO,SANTA ROSA,Ecuador,ECU.16.3.5_1
267,537,0,537,100,0,0,216,0,216,100,0,0,52,9.68,13,2.42,0,0,0,0,272,0.01,59,27.3,145,0.01,127,0.01,41,8,223,50.65,52,9.68,78.85,13,2.42,61.54,NAPO,EL CHACO,SARDINAS,Ecuador,ECU.16.3.6_1
268,1946,0.01,255,13.1,1691,86.9,628,0.01,98,15.6,530,84.39,64,25.1,28,10.9,70,4.14,52,0.01,129,0,32,32.6,63,0,66,0,38,11,80,50.59,134,6.89,59.38,80,4.11,39.29,NAPO,QUIJOS,BAEZA,Ecuador,ECU.16.4.1_1
269,505,0,505,100,0,0,263,0.01,263,100,0,0,53,10.5,17,3.37,0,0,0,0,305,0.01,84,31.9,172,0.01,133,0.01,36,10,259,60.4,53,10.5,67.92,17,3.37,58.82,NAPO,QUIJOS,COSANGA,Ecuador,ECU.16.4.2_1
270,614,0,614,100,0,0,222,0,222,100,0,0,9,1.47,22,3.58,0,0,0,0,330,0.01,79,35.5,161,0.01,169,0.01,6,15,309,53.75,9,1.47,66.67,22,3.58,68.18,NAPO,QUIJOS,CUYUJA,Ecuador,ECU.16.4.3_1
271,920,0.01,920,100,0,0,271,0.01,271,100,0,0,79,8.59,38,4.13,0,0,0,0,321,0.01,78,28.7,156,0.01,165,0.01,45,11,265,34.89,79,8.59,56.96,38,4.13,28.95,NAPO,QUIJOS,PAPALLACTA,Ecuador,ECU.16.4.4_1
272,2200,0.02,2200,100,0,0,712,0.02,712,100,0,0,118,5.36,93,4.23,0,0,0,0,810,0.02,192,26.9,383,0.02,427,0.02,53,27,730,36.82,118,5.36,44.92,93,4.23,29.03,NAPO,QUIJOS,SAN FRANCISCO DE BORJA (VIRGILIO DAVILA),Ecuador,ECU.16.4.5_1
273,39,0,39,100,0,0,17,0,17,100,0,0,13,33.3,0,0,0,0,0,0,18,0,4,23.5,7,0,11,0,11,0,7,46.15,13,33.33,84.62,0,0,0,NAPO,QUIJOS,SUMACO,Ecuador,ECU.16.4.6_1
274,3664,0.03,2733,74.5,931,25.41,1099,0.02,811,73.7,288,26.21,1411,51.6,24,0.88,300,32.22,18,0,1995,0.06,382,47.1,1070,0.06,925,0.05,1229,9,757,73,1711,46.7,87.1,42,1.15,37.5,NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,Ecuador,ECU.16.2.1_1
275,36659,0.25,3102,8.46,33557,91.54,11930,0.26,1131,9.48,10799,90.52,644,20.7,34,1.1,4618,13.76,758,0.1,1965,0.06,430,38,991,0.06,974,0.06,536,12,1417,63.35,5262,14.35,83.23,792,2.16,35.29,PASTAZA,PASTAZA,PUYO,Ecuador,ECU.18.4.7_1
276,2173,0.02,2173,100,0,0,665,0.01,665,100,0,0,1774,81.6,9,0.41,0,0,0,0,2059,0.06,407,61.2,1042,0.06,1017,0.06,1677,8,374,94.75,1774,81.64,94.53,9,0.41,88.89,PASTAZA,PASTAZA,CANELOS,Ecuador,ECU.18.4.1_1
277,1144,0.01,1144,100,0,0,381,0.01,381,100,0,0,561,49,5,0.44,0,0,0,0,926,0.03,190,49.8,491,0.03,435,0.03,500,1,425,80.94,561,49.04,89.13,5,0.44,20,PASTAZA,PASTAZA,DIEZ DE AGOSTO,Ecuador,ECU.18.4.2_1
278,863,0.01,863,100,0,0,323,0.01,323,100,0,0,174,20.1,15,1.74,0,0,0,0,483,0.01,104,32.2,243,0.01,240,0.01,153,4,326,55.97,174,20.16,87.93,15,1.74,26.67,PASTAZA,PASTAZA,FATIMA,Ecuador,ECU.18.4.4_1
279,3849,0.03,3849,100,0,0,881,0.02,881,100,0,0,3593,93.3,6,0.16,0,0,0,0,3570,0.1,673,76.3,1776,0.1,1794,0.1,3474,1,95,92.75,3593,93.35,96.69,6,0.16,16.67,PASTAZA,PASTAZA,MONTALVO (ANDOAS),Ecuador,ECU.18.4.5_1
280,237,0,237,100,0,0,95,0,95,100,0,0,60,25.3,0,0,0,0,0,0,139,0,30,31.5,79,0,60,0,35,0,104,58.65,60,25.32,58.33,0,0,0,PASTAZA,PASTAZA,POMONA,Ecuador,ECU.18.4.6_1
281,235,0,235,100,0,0,62,0,62,100,0,0,232,98.7,0,0,0,0,0,0,227,0.01,47,75.8,109,0.01,118,0.01,224,0,3,96.6,232,98.72,96.55,0,0,0,PASTAZA,PASTAZA,RIO CORRIENTES,Ecuador,ECU.18.4.8_1
282,656,0,656,100,0,0,148,0,148,100,0,0,636,96.9,1,0.15,0,0,0,0,648,0.02,123,83.1,335,0.02,313,0.02,631,1,16,98.78,636,96.95,99.21,1,0.15,100,PASTAZA,PASTAZA,RIO TIGRE,Ecuador,ECU.18.4.9_1
283,2556,0.02,2556,100,0,0,600,0.01,600,100,0,0,2492,97.5,2,0.08,0,0,0,0,2459,0.07,422,70.3,1223,0.07,1236,0.07,2422,1,36,96.21,2492,97.5,97.19,2,0.08,50,PASTAZA,PASTAZA,SARAYACU,Ecuador,ECU.18.4.10_1
284,5682,0.04,5682,100,0,0,1553,0.03,1553,100,0,0,4459,78.4,7,0.12,0,0,0,0,5056,0.15,983,63.3,2505,0.14,2551,0.15,4065,2,989,88.98,4459,78.48,91.16,7,0.12,28.57,PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),Ecuador,ECU.18.4.11_1
285,3831,0.03,3831,100,0,0,1331,0.03,1331,100,0,0,1603,41.8,73,1.91,0,0,0,0,2506,0.07,512,38.4,1274,0.07,1232,0.07,1399,42,1065,65.41,1603,41.84,87.27,73,1.91,57.53,PASTAZA,PASTAZA,TARQUI,Ecuador,ECU.18.4.12_1
286,1048,0.01,1048,100,0,0,346,0.01,346,100,0,0,428,40.8,21,2,0,0,0,0,902,0.03,206,59.5,477,0.03,425,0.02,381,21,500,86.07,428,40.84,89.02,21,2,100,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,Ecuador,ECU.18.4.13_1
287,1758,0.01,1758,100,0,0,626,0.01,626,100,0,0,278,15.8,29,1.65,0,0,0,0,1051,0.03,230,36.7,529,0.03,522,0.03,216,16,819,59.78,278,15.81,77.7,29,1.65,55.17,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),Ecuador,ECU.18.4.14_1
288,1325,0.01,1325,100,0,0,426,0.01,426,100,0,0,289,21.8,13,0.98,0,0,0,0,1038,0.03,228,53.5,529,0.03,509,0.03,269,3,766,78.34,289,21.81,93.08,13,0.98,23.08,PASTAZA,PASTAZA,EL TRIUNFO,Ecuador,ECU.18.4.3_1
289,1521,0.01,753,49.5,768,50.49,669,0.01,381,56.9,288,43.05,179,23.7,5,0.66,69,8.98,21,0,379,0.01,90,23.6,194,0.01,185,0.01,130,4,245,50.33,248,16.31,72.63,26,1.71,80,PASTAZA,MERA,MERA,Ecuador,ECU.18.2.1_1
290,1588,0.01,1588,100,0,0,540,0.01,540,100,0,0,1107,69.7,8,0.5,0,0,0,0,1264,0.04,269,49.8,624,0.04,640,0.04,990,6,268,79.6,1107,69.71,89.43,8,0.5,75,PASTAZA,MERA,MADRE TIERRA,Ecuador,ECU.18.3.1_1
291,8752,0.06,8752,100,0,0,2532,0.05,2532,100,0,0,2298,26.2,172,1.97,0,0,0,0,2692,0.08,563,22.2,1269,0.07,1423,0.08,991,48,1653,30.76,2298,26.26,43.12,172,1.97,27.91,PASTAZA,MERA,SHELL,Ecuador,ECU.18.3.2_1
292,2830,0.02,1518,53.6,1312,46.36,917,0.02,479,52.2,438,47.76,962,63.3,25,1.65,519,39.56,20,0,1175,0.03,211,44,635,0.04,540,0.03,818,18,339,77.4,1481,52.33,85.03,45,1.59,72,PASTAZA,SANTA CLARA,SANTA CLARA,Ecuador,ECU.18.5.2_1
293,735,0.01,735,100,0,0,259,0.01,259,100,0,0,277,37.6,3,0.41,0,0,0,0,522,0.02,115,44.4,271,0.02,251,0.01,229,2,291,71.02,277,37.69,82.67,3,0.41,66.67,PASTAZA,SANTA CLARA,SAN JOSE,Ecuador,ECU.18.5.1_1
294,3806,0.03,2516,66.1,1290,33.89,966,0.02,681,70.5,285,29.5,2418,96.1,1,0.04,1102,85.43,3,0,2445,0.07,416,61,1275,0.07,1170,0.07,2348,1,96,97.18,3520,92.49,97.11,4,0.11,100,PASTAZA,ARAJUNO,ARAJUNO,Ecuador,ECU.18.1.1_1
295,2685,0.02,2685,100,0,0,615,0.01,615,100,0,0,2627,97.8,0,0,0,0,0,0,2652,0.08,471,76.5,1402,0.08,1250,0.07,2600,0,52,98.77,2627,97.84,98.97,0,0,0,PASTAZA,ARAJUNO,CURARAY,Ecuador,ECU.18.1.2_1
296,24251,0.17,24251,100,0,0,8012,0.17,8012,100,0,0,384,1.58,651,2.68,0,0,0,0,4667,0.13,1061,13.2,2218,0.13,2449,0.14,150,200,4317,19.24,384,1.58,39.06,651,2.68,30.72,PICHINCHA,QUITO,ALANGASI,Ecuador,ECU.19.6.1_1
297,31106,0.21,31106,100,0,0,9931,0.21,9931,100,0,0,603,1.94,1020,3.28,0,0,0,0,9777,0.28,2264,22.8,4809,0.27,4968,0.29,211,393,9173,31.43,603,1.94,34.99,1020,3.28,38.53,PICHINCHA,QUITO,AMAGUAA,Ecuador,ECU.19.6.2_1
298,1901,0.01,1901,100,0,0,784,0.02,784,100,0,0,10,0.53,72,3.79,0,0,0,0,1048,0.03,268,34.1,512,0.03,536,0.03,6,35,1007,55.13,10,0.53,60,72,3.79,48.61,PICHINCHA,QUITO,ATAHUALPA (HABASPAMBA),Ecuador,ECU.19.6.3_1
299,3895,0.03,3895,100,0,0,1546,0.03,1546,100,0,0,68,1.75,193,4.96,0,0,0,0,1548,0.04,375,24.2,763,0.04,785,0.05,43,40,1465,39.74,68,1.75,63.24,193,4.96,20.73,PICHINCHA,QUITO,CALACALI,Ecuador,ECU.19.6.4_1
300,152242,1.05,152242,100,0,0,52680,1.13,52680,100,0,0,9077,5.96,11652,7.65,0,0,0,0,32483,0.94,7212,13.6,15584,0.89,16899,0.98,3309,3228,25946,21.34,9077,5.96,36.45,11652,7.65,27.7,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Ecuador,ECU.19.6.5_1
301,82072,0.57,82072,100,0,0,27340,0.59,27340,100,0,0,1451,1.77,2711,3.3,0,0,0,0,13695,0.39,3047,11.1,6564,0.38,7131,0.41,567,889,12239,16.69,1451,1.77,39.08,2711,3.3,32.79,PICHINCHA,QUITO,CONOCOTO,Ecuador,ECU.19.6.8_1
302,31463,0.22,31463,100,0,0,10559,0.23,10559,100,0,0,1064,3.38,915,2.91,0,0,0,0,3189,0.09,738,6.99,1527,0.09,1662,0.1,317,226,2646,10.14,1064,3.38,29.79,915,2.91,24.7,PICHINCHA,QUITO,CUMBAYA,Ecuador,ECU.19.6.9_1
303,801,0.01,801,100,0,0,336,0.01,336,100,0,0,1,0.12,20,2.5,0,0,0,0,352,0.01,93,27.6,176,0.01,176,0.01,0,10,342,43.95,1,0.12,0,20,2.5,50,PICHINCHA,QUITO,CHAVEZPAMBA,Ecuador,ECU.19.6.6_1
304,8980,0.06,8980,100,0,0,2969,0.06,2969,100,0,0,397,4.42,317,3.53,0,0,0,0,3432,0.1,778,26.2,1709,0.1,1723,0.1,143,108,3181,38.22,397,4.42,36.02,317,3.53,34.07,PICHINCHA,QUITO,CHECA (CHILPA),Ecuador,ECU.19.6.7_1
305,16056,0.11,16056,100,0,0,5828,0.13,5828,100,0,0,926,5.77,722,4.5,0,0,0,0,5287,0.15,1184,20.3,2585,0.15,2702,0.16,432,224,4631,32.93,926,5.77,46.65,722,4.5,31.02,PICHINCHA,QUITO,EL QUINCHE,Ecuador,ECU.19.6.10_1
306,2025,0.01,2025,100,0,0,857,0.02,857,100,0,0,17,0.84,93,4.59,0,0,0,0,1159,0.03,293,34.1,583,0.03,576,0.03,9,52,1098,57.23,17,0.84,52.94,93,4.59,55.91,PICHINCHA,QUITO,GUALEA,Ecuador,ECU.19.6.11_1
307,3059,0.02,3059,100,0,0,976,0.02,976,100,0,0,176,5.75,119,3.89,0,0,0,0,1118,0.03,248,25.4,564,0.03,554,0.03,86,47,985,36.55,176,5.75,48.86,119,3.89,39.5,PICHINCHA,QUITO,GUANGOPOLO,Ecuador,ECU.19.6.12_1
308,16213,0.11,16213,100,0,0,6122,0.13,6122,100,0,0,353,2.18,887,5.47,0,0,0,0,5756,0.17,1323,21.6,2831,0.16,2925,0.17,104,344,5308,35.5,353,2.18,29.46,887,5.47,38.78,PICHINCHA,QUITO,GUAYLLABAMBA,Ecuador,ECU.19.6.13_1
309,8394,0.06,8394,100,0,0,2898,0.06,2898,100,0,0,278,3.31,183,2.18,0,0,0,0,3074,0.09,726,25,1506,0.09,1568,0.09,160,91,2823,36.62,278,3.31,57.55,183,2.18,49.73,PICHINCHA,QUITO,LA MERCED,Ecuador,ECU.19.6.14_1
310,10673,0.07,10673,100,0,0,3388,0.07,3388,100,0,0,1818,17,368,3.45,0,0,0,0,3212,0.09,740,21.8,1558,0.09,1654,0.1,667,123,2422,30.09,1818,17.03,36.69,368,3.45,33.42,PICHINCHA,QUITO,LLANO CHICO,Ecuador,ECU.19.6.15_1
